contract,amount_erg,amount_usd,address
 ,0.001,0.001464,nzEQBM2PUQodDuLvty7sP62jJaT87vopjxR5ymTZxsm61YFZNkue8yUdkbLQ45XNBp6kXLVLuCFc17zVEtxwSmf49e6oqEQbEWiui9CgoLEY6MDsGi9rqn3PRLaMHbb2JsG2Fmiav32Coa7P7XRSPv5Ee4DPP597hoCkmzVmsphrFy5w1ZuNbp2Kd9iqa3hKeeLNpc4HVQzohBinze6aZ9ohNfgERyrZrV9QhpH9k7sciQFdpNCVMtiFzxDFDrvaQuHRygDqNTCWwUifSEQRMN5sko6MuEvYxNZFLtUM4sDYZBW9haCM2THxySLX4q2USnQZ2hfqL3ZoC6jxRfcbNfU5YWWTmdn4JLVoY8WsLS4oTo5bwaEHPMExiZFQVin9sx7DveYxABvQwR6LHej88KR56Dm4y1ZffUBHJi7L4Xp9r1dWiUVAutiMvJbuK41pFVGECyx186c5foSk4iLXzSVpbkMeBjFFhs6SztDfS27JDi86D1e7FEnUTpjtCQMMytWvPc2hw9KZmj2Tzeh5DRbqziJMnz5or9pzQkhgCkffdfA2Rpb2MAg1AinPTrp5krV8FN2XnAguei8PSgAquCDF4cz3FPsQSmQonjK9NYwjA1tk38pnMtiWVT17FWZrfttnyWrQivwihtxMsSLupEdadasMyRq2rBWtxBKvozz7SDxFqWBrmbNVWD7GiXjE9t3hP9MMAEG1G7jA9nVbMUykpkgSZumprVRKFUXG1UvPneiqa1BHburMcdsFVmGbCqDQSxDxUbqtcWKr5t6oYW5i9yJbtvGUsbcCg18wHruhQ7rpAWpa14ipbntJx8xPEK37Jbcgn7MNb5zG1n6oRQu1hp3ZnNjwj7BeiKXmndu9hikLxqRVrC3Z9ENBcTST1mGj4rSEV2mo49ENLKcpj1SztgGQcVCkdGdkiTvwAyeP33ejEUtggsLtFp7t3hvik1R7Q4cvEsWNc2NhRpY61ioDzh5ZUMYXqQqpzMD2V1WWzmycqY9NFy24L4RV7h4LbF7EE6VzZvF2j1uyE1HFxz8Po3UWo6jFTg2EFvwbCX7Hi3aq7Bh5FQkcBC9NANiZ5p9LaT2uHDkyRvyyhusXR4Xskh1cMke5J7ZnJ11ZCMc4stWBtKkjMVLfgwqG9pGKsEEVtgcsfSJeUZoNRX62xzaagA8KF9WiHkV1Fwa9oNdogc66kgZK8D1wqN9FE6TdDK1sDeg3vXDRHYxLMpPX5W9jdwXvVWZ3jR36CCMyMR4kMVZX1pX7xweMT8izrh6WXTdH8hcesRJX6h3NUpituqb62sDPvbnpXo7rbShD4hVB185TuZZoLti6MauonLgZyY382ptin17cDA3sbTvebzQ92L8GU21RoeULMyCM59EXCfoZoMA1ix7VjBxydwwfiwPQMa2nzYq5Lu1bUPRAMcggiRDtARHnwC1xPNxHebF8WUNskmECD3RfxcE7YAhjqjAzA9HjaKSrrNDgBQL6wzc9VHt3VERWxgzBpW9Lo6Kpp4fUZ9q1gFTVzWjFb7V7yFEQEjJyhU1JmFRj4vx4fQebh21sR7AoUQLYGyWHUBYSzv6o5hgugkXmxAYaCARGniot3HkguzefXw4351apLFZZzGRHWD1HTLXfxD7BsDgJzqJWTt4fU2kasw9aMjmgTSC4TRGJnV2JZzeQ2hTV2aZQJgFBuCS8L4RgqVvkDPqygcBuKy2yLpmNZduWnzFEtsmCt5DDzbPN3s7BYUNkoxAVT562x28EzcDCtDWo3oqgt771P6MwD1JpQ7DL5AyBdf1Ep7cy8TRKmrtzVbrcqa8NaBV8qtzjxuXuyT67nXnTyUtDu8CFSiuV3wrQhevhCWotaR19v61nCbaQenWjsBeiVQB6yFfVptpKGAk6w1YB6T936uJF64LodRh5z7grPRFj8yBrFBhFaAm4MNdfdGci6RsiFZH9MH7nxhJxULbGvbZazhMyJ8yfPCNjhfptDD
 ,0.001,0.001464,nzhVYAStsh8ZUgfFJDDRrdk3QCmSk8L6zt6bfq487TxZXZkzPv7QKxS1AaijSDbzRHZYTPDJk24jVtstiDMCSbGsAbDKsCZZMLCVmKAaXay7JQU2hN85bMDjBFew3Rw3CsyKeLyZmMUzow38s478vJaZNL51XLCQZRchRiLcS49gytfYWNqoh49HHzdWz6mpfBfzdEeY1HKQxCAqeVXs5NRBxyHTeQss4bEU346QodxhG7sGpkA6qj5tm8ZMwDB9aybKo5SHmg3RpTYcgJtvv5hBGDSXdgvtSGHrsD4wxQRRScWY2YkEzcqBVyGssU9RJHXWL6HHDrdn7vhmKdz85e8U3kAAXfELvzt7XjfarpCXz454JhexmQ1mkF6QYi78aeJWSDHq5M1r4tCeJcu6s5BT92YNPkYxAuTGNA6xk8bhhhAQJT11jrV1VPQ3G6WNxky
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvaEGTYarpKwuvGDyb3yxwxmJJknvi9iHYU
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvaknvGihgc7EHb6Dcrj7nXerY3fRHvN4MU
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvan2afEY3Lrdnr84kqSaAwg4VpVyPK7t3E
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvaQ2kteiTxY1c13KG7ou1aaMCn3MGy9ZA5
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvaQo59rv3cv5cnagU31q6W5PPXz83Q3BZj
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvaR14nCAv1uFk6yE52eZrLcyi5PgjJCh9K
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvaRSCXcD5uJja8uv6LAXcqeAcsX3Rg85Kg
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvayXqhTxw3FeHhNXjiHSpvgfY4LwJvaq4i
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvb99DTr2z6JuBi8QFd74ewEeffbGxreoYb
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvbhc4wTWcFpyPksu3GDL4ZnCwSxpVxCVwL
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvbVLVNGrbJwQCvdWkbRrP9id2ciG4YHMuB
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvbVUsCAXU5NPvY8E4QMcf9YNSGbmeBNLXw
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvbWKzCF5NkkE1Cr1Hh93wKejz9YFgsaYwD
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvc3QuA2cCmSHBXgZkv4CREv9K3u4mrhCXT
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvcndGnub8Jk6zwTEn7HyzbiEv64KzfQG4s
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvdgPAQobjJwa3y5TNqxTvwqSaTae8fuT4i
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvdhsKdXwL6afFERxJouqsn3gJoGMrzBSRd
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvdJg336oNQ91ByVVHFMG3TmurhM8dqR7Tr
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvdKR9pQBXVrWCBqAZEDKXxHaDYtbVvDcbp
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvdLVXVEgRH8nBX8inVRaLkx4FnXMRs6HWK
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvdsAQzYxYJAFiRVR64JPqBrr2sVmPvHf9N
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPve4zqBsR7pyP233nkB9t73bautr1zcV36u
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPveadtTuiJR7bWHnA7p5y2oceRZ5DeBLzfC
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvebzy3EktMLeBfTFoGuZ2mZJzgz56G5kWB
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvecMKQVaTAJqKoWJJaXNJZisyYRquD7TxX
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPveDyAC45Xrb5fbFWCaNmQXSU7Tu1BpzyU6
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvT8XD7veZjgHMWVvU7xqnqKVZW2BYi6LAo
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvTJRxdkboYVHa28q4zVHAbmNrYZKjwCpoN
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvTUrwC7Zm8XguVpbttz8qCSJKURtCFR6hX
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvUaHr1iZLghWDThpmFBytLQwj4azbM9Ktp
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvUkvn2UZoxq8Gg7iP9SCnhDv1rAWjBSWXm
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvUNkCZ9Yh3CM3ry68F8hvWXUQgs4iJF6Xf
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvVgRUeoJEDFgWVXM3ha9F6vVqhUx49ixKM
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvVHivXFgFgKhzBbBw8Hou6BzTwMq9emMRy
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvVVUZc9wmip3H6iUB7ypckd46rVKiaYDxj
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvWwSKgAgjAnkYqCKPCtJd4gcFbJqkuxreV
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvWxPRYKGfVGSKy1S4RukzNdyZKLDahAFfi
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvXgxKggTdj6kCCXZovfgXxFdh8rohvx6VU
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvXHcj4k2RVo1t6W8toUjamsKT5Xd9oabPd
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvXr8ERybr8oRH9qT7RjfsHgV9d9Bf4azGr
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvYayygqC5AXt5mYRehx2inpPFWZyVgJcMv
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvYPvCUumespwRa7cBs4oP1ajwu5T2fGLZL
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvZ8xQLmt7PpQgi3b7DbgjEcy6GD4fieygX
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvZgZKKV9WxN8YWxSwVB2PXg9cwhg8VkKGC
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvZJ4i6rWxwJPPYqJRAAiQFyohNMs2kqJEN
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvZKHPDqjQaRUJ8GNBZeWVAo4jqcFfZCRfj
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvZKYxUgMuu4sRZtKGk6rCmexUaqGW7nVaX
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvZL3Z54771LDMncaFN3dSJDsdhDSLEKsox
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvZqnmFcRTziaYpNkpJSaE3TpK7e5CD8CNK
 ,0.001,0.001464,offhweq179gEbfsFvtwUtCZMF6dwcTyLJ7v5oRTS7MZVzPCPRyPvZrJiHNs45Loo8Qy4j1P4pCDxhgnrsyuk2
 ,0.001,0.001464,ofgUTY7c693Z2cBTRcaySbAZVcPviJnXaRN8nLpuHP2dt5oe28JyvPaJYmfAPtb5QRv8PLtbBjTFhjL2GrqYZ
 ,0.001,0.001464,PApjhxeRwFxhWFXMRoFL47AXtTb137ADMu4PLMuhbYJTyaZm8jUvuTimg7jnEy8TZfA5VjW5iPZzEWjLtTgokeQ9ycswsUYH6U4J92ZXgva9BKsxXo55tPiJSUx57Hut4jGL5BvtQM4CCh6pGbvEfusFwCC39deQSmPFiTo34SsAZP64U4BejENvPC9YFC1HMmJbgveKx57k6A3ob52m7scCFgPn742LtmYVPQcPzy1Qn7KcTax4V9sNoQ2RoodXsLvutp5fxLQhUEUokgL8smybnb79xCZTgt2Qi93ZA1gK2rsDrkVpUjWa6DCFpHcHC1V6pEQv1sAjV6QbPEzLRXVoexkK1rm2MF4undPR9vkvj1HPgiaPdLfHnqq7tHAj1NiR5CcVu11R2hxJQK9G7p5Nfwi4MKYM6h5fZ4DP6Nb9Wy3v9nLJn6ku5Y3xNnwc5pNwuWyc3MjziEo7V5pC5DQD2eqMtCsk8DyEYEJzP38m3kmsZ5YD9nzoBTxQKXnmc3
 ,0.001,0.001464,pAvrzieCVLvuEFME9rKiFJ7Utz6VNeNhnBhxmWr4pwdP3nTbu1ARaiKtjcF6RJsYSipSuaQc46YWAghZ79TBLN4J2nY8hzqokmZ3MYifj77qWQL5gzHNExGCApcgbcdCoQuEjVRKXvEPzJXhjtwj64tFkbEZRzreEERAA1bNv2LUphYZSvX21HEsvnweCcBpZWP5peE9XrtbD7hyJfBzZJuVvFadPt96SmLhfjHwtmCVW6Lh3V8bRjyuudWphNXccDVh3oRqMwj9FZUHqU2JLgYW8wEzyXaMdXCMixRjM8xEcnCDaFsve2tF6eZmVxHwsJb5wTSCBJZmCke25KjwzqEpfPQ8qGycE6C249L2v5ybxvdFnrgTqVp4pnGUiekubiBvsvuxNhysNRZG1MZwxMnxoWhPJbUpTuVBwm3hEDKuTCoRp1Nno8yiAMsqf9gJWfPMSXRi3KzQ3J235AeDHgxbJPdaNqG8CwyxyP8HtLV6Pvkv8QVG5Rcp45K6y6dLVhexabkiHfhYFoYSxjmCnrLq492DHC9D6GEj8bpqLybAUDmk2aVpLG9DC1E4b3FnSa
 ,0.001,0.001464,pAvrzieCVLvuEFME9rKiFJ7Utz6VNeNhnBhxmWr4pwdP3nTbu1ARaiKtjcF6RJsYSipSuaQc46YWAghZ79TBLN4J2nY8hzqokmZ3MYig7BRQthfhUbQpCfnEPW1HNnwtX73rhmkrupk3ksfBBRDKbGYZ3h9uyBbRNgpBMnPeWxCYuMrBLQFzezux32iMFykUUXMp6JWRTUgwUhCcCU92nFNTbq5YXii7AoWdpBQwxpja4Eoa3qUGFz5zhEm3UwgYHMtDdLK5xAHFquW2KGiMsa9vwsWwXEfEKkLCf3xfgNjb9327YUQfQg8saH16ZV9vSZhCvDKRhYXYQTG5QzZ1p9LGPVZEtLYnpZUcqHFLFX3oFmXcNN1qSEsyovzrymMG2zYWoiskE41MRMaunshZLxPz7wwdR1eae9J3HPtArPR9WYJ9s3qnYWs4Pv4eQmviVEPuUQXiwLnGJZ4uFHVKxTRnSFySLcWqZwKVkXPNWWjt57P6cpu8Wuq8basg7yDBLyRhbzEDEGuAAQ5yjX6GuNru16AdNjSFkY8JjcA9Tv614SNwyYuXb4E5ttCYS8fo3f
 ,0.001,0.001464,pAxShY3uidHN3YiypPoeQQeEav1NdYTJEU6UV6CXbf3QXobTmQVVwNat1PinX6cAs6Ecdbf26FomMPiKvgrFSYAWoiERuA2JvvDERcB7gdptHfmaBCLETzrkNbgbQ1VNd3j4L9yQS7STRz4pbv6K99Gn4caHFRkyZowmWJBucrF5CqD31bGaG3R5dvZfKYhUx6CNE5Rturw5yzEJ23YhnF2EAMfSYmZ3ZbxHWBPmYNdn7HP3WJ4ezN46TqaumVAiupcmbXdy2pqjTi6C4JjRoRbbPScAfYuvJypwAsbLjLxQzUHxG1sUHfz9bvQhBhD1i4FXLRCTsXmWi4GYNFn2UPH22T5w3dJaZ1yPbfViMB1mDAejgHNZ4MPGnGJhNjZkYVw4Tu1Wyw9MXEpsFaT9LhKn5BVgmraLhup6X4PxeG7rzP2bte1zZD6AzaNVZ7NN5Et5tGoL7X143NiynwtmwAGt9y5qUT1qnWsLhvWQqqFA5nqtHSMYa5FdMEX7X4Wysd9N1zG6jbTN1nTYdcKfpygkYqUqBWj8vDJv4PPP46srwnPd7WxpqL3DD2zmXD44pP
 ,0.001,0.001464,pWCXUye1qPVFAGHQdTe21ACPAf2T118n1V2oedEgLmGMzNxcsvq6Fze6nETGGmp95sGMcj8c5BhqLFP1Mrr44VVHGtGLbfHiUuMDdqU928h79HKa3UoW4RMQAnxADbBUB8YB3Dfg8TJxjJyeSerNanYasVcaqMYcxazVNtYTitHEVAjnP8BTTfwiNHiBgCwGoyaM93cQphyqhtaBrdvWafVxEmjzd5n2Spsj4pqfxiniFyetQ822kXQcRRCxEdJgPKGpoSPDsoWXW3SikzooSXDek2NactHH9ZeAskirJYokQMhTaDHrY9RnYWBeCFLRaamrxMtuZqjvcJvHssJX4eYjWRtFQh9pZtTFbyBk2WdZ8cp6SfjDxbY1zepwa2aSWyAm144qhQPBjmsvs8MuddAj3vZDcfuvdyGbdBnNHHKBkEtXoUBmi9XACtgN1So9z6C6qmLQuGYj1mCiJPWQHXt12djfrFaHwAKrXkY48nthfWKFDF3LWT3FPTmPRwjgLQG1fXssoSnmvuG1vs6btkUnMNnxcWk66EJBeL6h5xXzbji8ytrRm4PjijaaHwouVRehRr1SGdDyCeNcM7Z1d4psZ4dj4YerTVemPXgvAG682r1uV11HpktCKMrJcxTcxvy9vwpLJ7iMPLoEVcaWDGeN4HW3Q6Pp16XVhN6j71xMyjgNCjq4zQZEVcEp8LjEC8KwHrXoU8LQqpiu81XEoAXbAeuX8GDHFQAE5RUkbQG6BuU79Z5xZdyPwDFWWuZnkNgHNAzxAD5NJ7i3jm52mT3N6So9Xh93Rw8WTQG7SYUhNx8G5KQJ4kGMncJfz6LHLUs8dzH52qqb3uEgSCuY1KwikNgeJfJDJwniahhVjLSnDXmdKfTCWYzA2aHmT4VVceYorDJzYJfQe4PdkWzzZAvLGKo2jsfWLmS2DoCBiPTWnmEq8DgipmGDPXHntxs9XNGDdwoeoekCHQTPc2v6MkNV3G18PChAMWM3hnGUXJkT7QC6dTNkcKY4ZNrMjhKZLqjgxjs174uMPseCT16AYN7pTETHXNCoLx7Tf3VgoyQ1xV55y3yvvtzWDvHroM9uMcxZpMF29UzqTQnriceJJpgJ8JJ1Wj2dnbAQDm4n6PkMa47nN7qLQoHnHasCcptdJpuDesg8vxyorqtr5q7QQZDQ54o8PTN5NshpYLBQPAre73pp4BViXcpYUXwLskFEoqZ4R2P9FRUm2Tbqf2cmYDYuAPdcAs51YRtHuin7jhke7ncoN5nYT4icTVYZPCH1n3cwn7rmEy9p4qV9SQAcxwqNeeypVX2CJWxxQWzALd5JJLAT62HwQy24FMrdP7GkMYB8fr2nFdTJ2ekDwmzbAmLtdAqpea4NFJk64SH3TKdrxQJogsZJRxCTXvJdovN5maPaopvLSaJaJZ84RHkU5X2pEhvrfFhsUX1XKXcyA4TiLeNEUxNM378oWpkQkR3JsGY7K7KYfGJiRYXyzNXk1c711rTjGXBKk71rsritLLiyBN7Rx8YmqcwnavXX9h8ETf7yryDmsgwxC4y5LPL9Y1XNMgNii3gWaAfFC5xpVf7pq6kpP1fSrkwzZmWzwR9TnMWodtcu57AhAsepYyd9psitAqDtC1PyzGkKQdLn4bCss1mePKtAaQFr5tShW68x5Y6VddFdmn3PCxbBxg9LzRFQKFcCUfU8XfTPdFR83cGfWHasYgrH18Q6f5fEWV2yc7ag4bynjo3A9mDxRXwAKB4dKrTPZDNBFZ9feDsazoyo3BZuQEVcLoVFRebKBnxGamva515v1sgXzoBcgAkRfrvVcHgxnqzi1ubfAK8NW95Ryt7yH6TMjDpDqQFbGBD6fxAcyvnbHT1kEXmsjDvBZ7i5ZEHc92rRGkj2YZ58MUquyf87qbczssJy24Lxw6QzbQo5ymhX5X
 ,0.001,0.001464,pWCXUye1qPVFAGHQdTe21ACPAf2T118n1V2oedEgLmY3GcHjNB33hSqWvN8SuXkNfaMfYCezdku73xmJvTiAmU8dxTGYXERBT1JBg3rYqMfU2U1hDD7z4r3mYj3jKHmggNS2Wbo5coaNFADKMomDARqjrw2di4WpBmNGQxXnHiKvZ5ncHziJ6P6v2DiV6PUWj9cN4UAFG2TMqvPkKLo4VigbXHYsQYm1Q5W1WYoKdJ7KbQubKMKhBGbrPUSAVucxoHkuw6buDwk7bg9BsKATSrsTgnDKRGU1RDYvFg2wjywisd3SmWmr5sQv73xPh7ScYRbE8ZbAoMcWKTA6RX484y6SqTLqbpYRnqPw5S843cBJPaSyFjYcTLjLsa6CPbmYtxEUhEBY8cMxXY1UfvZHtT37E18rbkTtDaxpDA3VXqT8ZoZsgo2rPkbMJnfRjNJrz4d1HPkVBJ6NnBwaS5HY8iENGm73oVJXMjPx73njtpFFQazHc5tgpLQC1XVt45GpMdGZxXXkiE9eJGhYdSj5Jv3MFh4q44Jq3wG8uo5gNNJgRdaUvMNCTAstZhmiUMJMUGwpkjY1JzdgEX1DEVMhH4orhVb1baUgECbgGJwe7f676GPgnbLqDqshk7Lam8fSKNYoeFEkLiozWSPkLPCPLrSFdH9okk6Vxtg5ptmDsAeBbfSj1WjwUh8mN51xq5de5EnSE9xNmBekS6DNwY3P3SLt9GyPkDa9vjAKCXXBZ4yZnQfbz21sZjL9MbKmALPhu3R1kzHyZde5DCbPzvyfVgPfjnV56Le3Rkqcyhr62UuUCNRMXLko5JnvxuBoa8oVfDQ9juRQLwZJr39XmSunsBFjkqZfmKxFg1y7mDKFqLKXQQscB5SLtErarsunwciXZpFALmU2enZvpK6BaQi4LaZawukXK1vjX9M4eZdcizwwLkuXqSHn4vEQiBWnZS3a1PVv6wbbcbraLPHabLtMt6K4XeTpy8Y9ERDU8MLPUYr17YiseAiZAb26tEbA2YzqQDnTkTtoE6KpUGARTxXLR1xt1GjmsPLKg9tMZJF5xevyD1EdLYCVyGAe3irvhquDwJyGNRZ4HxDNFtAtFs3rxWUMLTqV81z5iZQMMy9SgdJWJtdGiZzCd2jJdD4Dgm63RM2DfYUEJ9h8mnnDKdnBVKbgSWKHRaf8bS8SioFBz9m7mjYuF7NJ17gcvMrxPw4KimUiDjVHvGLnF14pYSwUSRnXEsANFYHkwohZNKje9Arq1SyAh2ZacSsGoNeVssGKem5SiyffMuVDn7AN24KvVWz4wFLe5PvHSYw6gG4vFGUwcc6BCdfzF1J1jXYiQB1AsvsdxzENtRuGpynm6uaTeMUqzRQRKXYSFUoJabMd5gM9iPQEHzenVxbLhu2Zr32PbDpQyvYneZDwMz3NCNwSY29qNfUcnsmJQ8mv2wpWRgifTwTAQd7bSmRc82KhKzBFM5VMjAkrhenfwDR9SWyJ7Psx6EqEuLdzruhvspvgcFMTgrngSE1h8KqdE8VHyQ168L59KaWhweVPaqSw6XqATCCiNdLxt4t4cPUtc23Xz1Tvcq5tsiYAJVpKNxcmYWFRz3weu25uzModQgCWB2Nbn5Rz1bdpZJFZtVkfJMj1izNuimS7CaN6bd6JgkCDFt9LECHTXuSJC4v8GPHHqYkgnPGwz5YtbA3Vjt1YxDBh9MqXxVWNaaWqEpAB1zk45SvbohEFWhqHt3moowYHLTyf1JneMiw1g9yHwdvxdBJMsBbLDgTm4jEBwt7VUAEFh9ASCWQaAKCbbdRvPko9f2D1KJH6evnXMx3fwr2VKAWu3oNL81kmD7MD6Jm337Qu2quCrRvz8QqhYne9jh4t3iW1Y26Cecr6AJMELfD4o2Qa3PRi1A34VL1SE4AePU1h44QRXRiZsGfEoa
 ,0.001,0.001464,QEqQ4rEaZWf6twmyz95NVLwhN4Ct1d6Cxce3EEDeUWpb9ydJVrywLeD6MVpcLeSyxFnaWysLybszP5cZxoUeF1hxaNtf
 ,0.001,0.001464,qjR6TvenHUbMUcyF9XsD2pmpr8b8a39FBu5S5CvgiVEY6muVE4raEAxpCm2b7bgggbfT5KG8mAyoqeGuPTQc1xTWjw2CwVpFEh1GrYviXHGLvCQkBeDVHWQyrfokfXu6rVdXTSaASmRQVPfbp2JHKAhjFxthxweYEiQ4LGUrJxftkanPr1t3KyuULXX8tjr39cEKcX3ay1adgGwNsE1HbKJUpGWMeYbNqrSDAKsVp5mrCQdUBWDChcEvFbpBZKLvLsRijYLWEzchg7mLiLvNiuFrvq5RVbFiWBDHcQWS8dwextRv1WD7QJ4GsXsZPoky5GDRwkZXaBYpeDhSKxZ5wCXaZwo2gaLNEhdGkFeknaMFSZozbycSrD2hv4iijUPnP4uyXsLjBYfuW5ZUExVuUGkV7XP3hTmGpwDkAmwkfBj1r3d8WgkBrs8TdmPAqJK1t3ZWfbRquoSerqA2u9pPYorv97XUxMWffccGGYM6esvoWCicGKUaDjvpCaCV6Y8sscHc9vgwAv
 ,0.001,0.001464,r5wDC8T2yMbp6ESBMfXaR1nD2n4QGTgGSJ76kqRtxHJUbZeaLKq9ayozAbhKYnf4X7PcPu77Db2c6d9L2ZoeF6id47fDAED4AQGo85MUeL2tBLUbMtRdDZ3MfoCBpZK73bFiiZmTVCtSpMYdnBdhtq8p34udc4qM7F5GV85whp6x9kEZvTtiRx88J1XwRX1imdfJ8wNCpY9CkvDGuGY3xGxRBR1nUNgJcnGeWbaZPt1AcokDAHpuWo6DHDWB32ZwUN85tXz3CzrvBhQC9fMaFwBz4fn2cDZn3B8htjejkKGRhLohJxLBG8wDyftC6HbuYKeKtMLKx9LD2jYst2t
