contract,amount_erg,amount_usd,address
 ,0.001,0.001464,mWqkTtZHc8NeCEcqKroNjLREkBRJ9sGH6Q1cXqfhHuKPG3gqeHTubcrzoXPjGbn1tiCja11KoYY4P5G23b1U2UYy1ZLTt5adTHV312AxFf5y3qoAxbcd1HftHyrsn6bGwxp94zQyTiEUj1EUxv2bcqHEXCEq3ov9NS77fQq5HXZSHKuNaHDUnvxbeDAGKwQhCv7PaNovL885GdJvk5TdzPNetymVXxieY4tefAGrD4VrF5E8z55ov8xeqTSBw8Sxj9mHSnZAf5oTBeJHyKUp92nyqKW1jZYNnkheWNn78y1PhKy9iQoojgFXH87T6HFDuJZrZkw4R5VwQomBzMAQQ5yG6pH6yrKxQQpmXsoRbtkouMD3mMqYaYDoNA1C419fBsxot8RjV385kk53Qp69syveiKvuSS8umi4iqvwRSxKXPnXtgeBmDiBAe6ASqYNcYocSpZJm1GSqcnE1xzxvCg1QeWK4tYJ93dbyaFBwh9sjV1J7NEy719PTNEc2muy1YQNzzmr9huSKVmp7wyd7CCxwP3fiQSGpsaxZmMYL2dXaZ7ZumTAMNSXpPi3sHSgmXJ7nFdmN4tTGJHrSLLSymezYQ72jYFacMtmYqRPR1NRAEq86NrsDwdpuzScPd3UXBkqq3xCNZi1nNCT2oQRXmL1hF3JtQfGineEEe6ULgdbbXCy1BRdhdFu5PZ1CCxFjDiBC76DjrhG7XQKbK2L3FwZnk1czzXHc6ABKk2RGbaiesDt9wzx4b2z7S7NQCf1d7Bb6kn91BaSK3ovoFdyfg1UBirpqMg8KCEKY7tvcHFNV5mtop8QvyDjd7RucQ4fh6m4KDonhbw8D3TNFED13TXA2BYp2xvGia6h7ist8pvVn3PXKUnDrpxar2BQ4r7qT1NYFo9d3rizrbrzXVKYjTeTNTVFG4rRgN4EnabBPB8bK1iJymrEBSUzyAL8DYGAnfmhqQsD3SRvTdZYCTh2oUf5ax5UqRucyiU2ZQLo19izYmqXZsQ8w2e6rPRQcyPRDZwgcmqxUHQqSwosksF8qEdnzJMH9Sg9ZnsRLNWj1SUArjeohSRyVqt9HvqJtbkcEMyMFWPse66h99i87ZUA5DpdUxh8rWGd4KBgx53FJ2euEhNK8hu2auZWGndku6yruEESJDfGWWSCdR855ZzGVUHcyDpJSdDP9Pdan3eUFJsXY4WcSxkSfeiLXTWWwrHvSyTqJxbnZDQVKeUtGMtKc4T2PMnicRDuefQbLoN6S7S7yESTXT3rhASv2Pigr27USmNk5JbF5ELJcKR1xmMMh7C3uSckY4C8EfRFh7Auq4418jxnR9nsqBhfpxQCsr3JCLAGxHEYGBKytXdzHSD6L9gHWtT9cNVJbiUGY9XkNFV6wSyEtbA2pvFdfB8paQoVCsey7WgA35riM2WGV6MNt9byQMbp3MogC3cgT4Lc1C6QrWAznGBvBeAzt7Bkcvx4BwUB821qt4baM7xTjugYeeJksa4aTCoBkDZAyh9PSXL7vCFanX9HgxrnBs9BWtnGEtBar53imTihoDUYHjqsJivxRRtCcsmQYk3SYe7VWkai5riCDBHnUZYKsYeuN9bi1ydGcrETitGDouorR9P61uigaB4J2KWfBUg4f9GWErU3egzHunQcwN2D7i3dxw56fACRkgEabXvvEZ9Ewf5vabnuUTaj24KotWt5vcmabBT5x41GMq4X2MxYPKgviyQXMkNJENd49LNpGeUw4mbXUX2dMrUqLGSQKR68xrpJuBwcXSQ5i4gMW1YNQDYuxFExRsfpc96urob6LL9L9PUhus3iqsTR99EogSWfRjFos1DuiUBn6y16PxZeFV5pTc6pdErCczcpMyqKstsPJ64bPYJL6ZqTp41S1t2wZYghRRv5uqzERTZk3ESXJipwUp7BZE3sfCubnKCXLU1yq9C8djj2hYYKkZVG4mvNY3aWFsEKdmGUAsn8yG2tLHjpBuxN48SAgJna2sRDPSuirUFu38DX24xGAsdFzADJ9ZVN4aUNdcBxqts5Bged4WF
 ,0.001,0.001464,mWqkTtZHc8NeCEcqKroQmPt1Q3ZtcKDVZs97VmxiQ2s2hDATQe5zJcRmygfpJC45vbE8nZz3RrTygwpoZUL5BQRGMkpCyX1Q9kXXD5V3Pn5c4Vs9A88LRnZP7GsxFxHEUzTsk5kJHsxA1eSE318fsKxjMmUfZoakA1bFnEFXn1Dk9zqAkiRsj2D5bsC69Dr4QkTxUbsaAt2fwy1QsugKpTPvsdMrSdm8j8DrRPfj7yDurkLGmfY2tikqhuFgchMH5q7RBzZwuBn6E568YcFT38vaMYPNVuHUvHmeWUxKUfAHQmckP7qD81y61aaQ9mGbcGLEqpJm4E4PWkpThzyCau6ivK1sBwVFn8zywRqv2qwP8GpGxpHKrKhnQdkvPDvqos3gvfUni5reYVaYwgBDxJGwBwcLzQRwbxuF6uzF7SDLFw5WD97JrSyfor8NHdbnTLPz46LW9mAHhExs4Eq5Z41UPTxoGNvQYSpGVjvSWUaB2vrrCYxnjv71wYeNSd7wvRcpCinaGHveeCA88jZoLUEQi5CoA7LWm2r8REosRQAkC67WtcHNW5gJMcSgFkcAg5RfgSHA3XEr29UWeKeZioataJU5KygU3GiEhd1UByACuaZGfqb2xY6VEJNvSZ3oM7qHG7bQNehZLa93kusDLDHoF9U9e4dWcuxyBin6krC28p4PiJxdRSPFykDLgG6YJgery2Hns4dmQBYcuNK82MYySrVotBShdp5VPvLw7C7PLUA8oAy6TmuKsLK7UJrz7yCrc2QExpVnnx7ibjQRHd6827uPyxnDQp27sVaywfHgz5uH4HMXbYX2xvhxR3cdxgTqdSqixSonDZ3i1LnyQPGoaA17tymsqBUE8fG7JFQUnM5XEQ8CeBpkrj6Nb6SE8BysGjdPsykZdYz2HwbK1q6AK79JD4mu6YtEzGpHKvnoo4zdk76rDCKr8Du92DBiDoA3NL4ednZju5ToJxkATtiNrp4AvULXsqSFr4ZwxubxRHgTQcLgm3hLm3DJdFAvu5kyLxFkm5ntNqy8oFu4a2NkThzT5yCQzCr8WwNuoBu3oLx9JaBqsy2NZYQbQxdsMHR5L5ftwbuiZFKZcXLGPfZtnyNDdX8XgU2AcKAhntv3UJfeCnu6h92wVXsBWJXMDSzn8Cqy665CHT66W1ry1MBB8oYgYbUbKK752R2EorJbLrMJkst3o6KomTP5jVut7G3cGC9cS1yfuFqc3hf9jhRcErwEZmepoKJf8MQo6UQm4meCToASHNyxmP6QzwzamAhJNW4XCjDE8FeE64fNpFtm1FJ7GGHJnPcuvfTzdebvwbn1RGLjcMDMwrvGbWWiVPTVLYp9q3pMs9DPFmeLofnXu3bvs61NFodi64b8YUhXuR1CTVKNFWSnq2YpvJoYeH9hzZm7HbiLZZa8JJ57acMrRhNGaX3zgSTFiVyLExewssmsRqQLuiiSLqPZa43DXYkLqKXc8mjc8hvpEQwjsSDnVAFPP539xQaowjpAUYw5r5bSsqRKASJmFTGNeZTRwti6HkMQenYnC3Kj3sWEtic8uy5D8EPMRZxwxNvNZQ4myyiF46twJAs1P2hnYbcGwaU5rTVDadDSwnHvQeDifHdxisXsDhiMFkpGSr9E1HZtS7YptNbEnYZwwemZVtCezwr8ekNXJ4oLJ2kVD1dkLqN3kJFKTUaTPDn7TFNeLHcfzGaeXBXa3MR2g41HXH4P3KTpDdPHphf7SBKfeb7W25ba5T9mWeN8KPSeynHYLKZ9bEQacUQMXHGC3WE6yUVXjYHvvESqxhQCZ2rLtzqSvQsDZGHbqZChmwaAuwseRwKtbXuZhGECu2MRizMAFyWKAJLq2GAijiwgfhMTZ7kiXo3y9DMHLtNVNR5zn4uMZJ5qp74B7BaXQjkDENq17xv8XHmCE3SKrn432ihhBTyw9tJVLujDVVX3F3iVJoUDRcvPmii6maWTweCfacETLE8y1gNdducMFZuca1UrEjsBEkV2tQDjFWnb3nNVfkJAzjnBbmcbUpuv1eDRWM
 ,0.001,0.001464,mXHEDtJEevYWt5Nr1gKe4mY8F4kZVxhY1oinWLkXQXLV6FFwrRTi64dgxB4DWK6TccJ5RrruADaCjVaLsJdZqC4CkGGhWZodz7VjakdkvMHSuqMcwYL3PZuqcK52zcGLK8iBUh5wrc4zWVKL8MTnH5Yciit4BJzQtnDuuJoUd3JAcRD4bnfDeUohH6CgwWx5d26jx3m9VXJ999MPJ4haYfQDioXm9rrYNYW1djaNVYK78FmSm3vSNVuKGrxTh8kp5fZ7SwxxSjPKn5ze5MK2tGzzwzDXTST672WcXsXiTFQVbdu8nZni34btAELHTdMtqBABgcg3bqU4zKSw24XuRMLSroNhFhKi77GyTUtNXR9Te75ADdUyqyiKP5Wbcu8M6RMtjNfMgKiNWouUa7p652sTQjxh9243sDK3wx5VYPa4rVn5rLu1n5fpvPDRBA2Rift5YJ2pDKbKXh2Ep42Brs9mWpNJHude6PEFCJqXDTns4i5DNR4JEAVJVdA
 ,0.001,0.001464,N5ZGWJAFTmC2QfTUazxyswt7TrmXQWJditopQJjNkW3zXF2fVUs1VpeUmrzMjqhoaWx2nHAgc6BTgEFGfSYyaQapH18TCa5qZKBu1QaBmEQsknALkDjH2jmjBvLqDSnFXXUxGsgws49mrzt11onzqipq7dwkK9MjT9oUYGdjUcNAPTMTYGT5fyhfJ7iDAgbkPuB8bLLPD9EejXuT894tH4aDuY1o4GMoyfH6oMsUq75p1wqohe1zKxhGdiJx78x7WBUk
 ,0.001,0.001464,N5ZGWJAQ4Ee5B6AdKQN9oBkSGPtsng4iSwJkpnVfXfJbjCdYVBbxbfBW47sSmnWi5PXfQKS9vU2jF6J5Vh2LpfBuBynGdmp6myYSfKrENGuHcjNq9Kud5si4cGTyMKNFn5pQ4aHHYGxvTqRbJYe1cu3fFGVkLbV8Qu6rGfTY1eKATk7EjXRNZhmdjGtj8sMmK4GgrqFv2cQuXu8JMFyEHg3hYmJNe9EbTcREz7oJwsNbqM3nstTKU1tPEsjkkRBi9xeT
 ,0.001,0.001464,N9nHZxAm7Z47CCGx7gZEeU7GfWY5JmTRXfRERwLhi5b6JeGtusykN7LqjZGaAF1w2PFPaGg2611SztFJr1oDGKKE6S7326iyZSs1BX1m4Nus4pC8Ryy2oxsHPfmqTnu1ST8BLKKLaYR8sJvCveb49PDEXf4nZ8MHK8iAGJAto6Az5cCN28KsAMqdyfegR1H4Q3XZbSRYGoXjHUEC6anJGosxdLyqN7jQzxPbRggtmKxukwy8CzKJP2TrJDmpBZJQ6xrhMa5WEJXsbR3kEhy77mxm3d6f3i4ALhd4T1ysXnndFdm5RJ3tpdRumsDPbxaCVw9GF4P8Y57hHh37HFkgE8392PBoJLbgKzAjeu8WcfapdXFk299Umk2Z6V8VcgY8GkybPuR2nYhJY4jHVHPWir5t5wjXhqsdJpsSCi68Jr5fTtMJzRuQxCCeRmYyTVVNridojR1fvVJuJYGnV1AJn8ojCLBtusA63KpwSmsUPQdGZdkur3BoUA8pDZGFwfUb3s1SaoH7HEqrjRDCNhvoBqzGdECsdn7CZG5CyQJVwHZyJuhuzwhV9966CEe5MWQGZMGgECRkKBTK2dzbEDBffrFRnXpH6VmzdrnxGTMeqVShvVQTijDeGjBk71FScdsayMtiNfZn31Kv5f4CKcf46AJ54w1vCoftPgKXCKiDkcryVAV2QXBDoRhzyGbVLyzeiLyGAvjsytZhkLxGJMnrTieCqxfpUKKSjaq4uYsYYoHzVVJvKs6xpKiDtf8SrtPYfMGytNGnfG9kXJ8AiWWYZX2iZACVConn5J1uy7vNqWX5fryMCRP5SmMcLSjp5Q9oNYai2Vk5JUMCp9tm8oDUxgfk8hD2ftM6QZ5rqFAdvqAmyuNUfncA1yKX8jyp9sTT9nyuMdEz1meq3UxSvmNBQDSTsCxq1BBbdhFEpVZ8
 ,0.001,0.001464,N9nHZxAm7Z47CCGx7gZEeU7GfWY5JmTRXfRERwLhi5b6JeGtusykN7LqjZGaAF1w2PFPaGg2611SztFJr1oDGKKE6S7326iyZStUB3rcyjWZdJK1HU3jdMg6xKSxCtwyq8XN4YgjtytYfrtUYMmv3zdXnrXdBSJKYFxkGt5BKmLA4p4vbLXHkdZRRwPLsyYvHimVygWA1L4SRnLF1Za27FyBtrM8bqVCgrg2ii7ZkNtXRxD3MuMVdt6CSb3hZUby4kaJufyTQC2119oSG6f5mqPNDGkY87TRV8GLfXe5JSvCD72howmt4hsdykJVTRsMs5nvEpViwJR4HmWgfACczyy2UGTKcAS9CK7oW56TaR3ho38WQckVf8yeUEJdQCcwVkpcajS8ThHLPqZxLyhu8UcpDBFXSFxVQnbpNk2hSd5VWuS12bRijcroqfcpkSPHpNBfx1UwcRdV4BGYXfijM4khDXWowLRe3app7MugPDSk25RHyrffa3iDRxTv8Hi4kDnW8HdiME96kgxXa8srzH3esYZiZsyd3Kgm3pt8t8LrpZ4wng17FQRDwAJyu8JLY4tYaRvaQ5C4rNNtEUSr6akMKp44XTdxARpg8h7sEFWUzKefUuF1LafMEfyMpx2fcJWWCzb6BDRgLbHXrduLP75i13ewsfSmCs1BbBXkwwRXhMA55gJyavhugA6brfwsQqYSgWNEcL2AjNCiQmzZ9erPZyAQbjotCSH6B7CFy1RAs1MLrufaLuAyWbQe237iUhuBubJ2TFZm9MHY3F5DSBWiKG8JBDgfA7AVoHV1Dj8r4NtB7BKs1NgDUjojkyRmU1EjaobNE6qEEFn7LtrSRWbrEPTpmxGnJ3nKPNwjdCQL4Y5si5ws3vhNbzojj76pVy6x6fBLEijRD4edLSfT8zXrfkfmVR8DAHsqbDi1
 ,0.001,0.001464,N9nHZxAm7Z47Scs6hdUoHpCXLQovnxqy6PFTcBiidhAW6EaphiKid4fXxhSiHXUnDzcSXaNYzfKuMbT1L1axyruyPXQ1rDxMBRoesw3oiXto3R77WFGWsczRsWdKUXq5yxe4WYTvabqgXiQh6E5V69fh6sxJgQEm8yCbapVz8kwwatGfvNsTLCb9UUbjDGQtzAePRNGBgrCp3UXnRSPxoiktz8jSCZ3q7fcELppcNK9WZhVr6h5BENbYWLk1sXQi8yZEGye1A6a71RWBQoXSeSM1Kzz6HtkweHrS71a1QHPZpmo2gp73npz3BUg5uNdQ8kbuNN2izhgTRyHt6RBZkr4vDGuw6eKoWFdkeGfDxDkt1edphCAf9FezgyvGnPNExpTQ7QQgW2QVEi6Zwpsb8K1TnDyxDUCf2A4NdWtA1s4PWNkhEwKoyEY33YsSvALSk4rA7efKNHx7VCz8Szyfz9BZ3JfUpMz9ouwYp9SpktpQbCudCxfe9JnS6c4pq7GXZ7FC8fZLdmsiQbLFTQtB9tLthDC9mVdQuMtTTDR8D8EPiJe4d8HoiMhhVahQBQxr4jfQhdS88ycsyTTQBwDC71g8hYs8ZHph46A4rKDiqdq67YBPNJXVTqKNpXscfQFmTU9dk6itn7dRDMxi9pbWDpfMoHrFMsG4BAntp8W6qn1NjyzNz5EZFRAqyMqrrA4msWVbPkWkmzA3o6nQErByE5FWcyyTU8szsui6zKgRJQduGLkcrpPREndh85FdjgCCN65vad3M5zVFNR68C2vFLLMtqQXHZNy7wUY1kyPbiC9gU94hFbRLaZ7gs25aGF9dp2dLaBbUazPw7yBPREG95nwTVWCRXmmjPUpaBmy3hwHWqWU7HGukTL1ekTvumZYf9TzjhkkoVpArZGBWrKH1oWzr7syc6dVnth1ARVHg
 ,0.001,0.001464,N9nHZxAm7Z47Scs6hdUoHpCXLQovnxqy6PFTcBiidhAW6EaphiKid4fXxhSiHXUnDzcSXaNYzfKuMbT1L1axyruyPXQ1rDxMBRp8B2Gkpn9SnPxT49gqmDDKdDTjwe6jW4KWx9tCeHoZJWhfySbrumKHPa1savHmiKeu2MfBebyi3D4h2JmB7j9BXVxMLDQmQxfeLGCgqT7vsLBFFknqu5msoLpvgGupjyi5mB6it4QmPcBzA1RBqSFTEgBqqMeWVs5TjiETu2KCjab5VdsvqU71H5WTMfCzHoKBwqd3SvP8erqRiG1AiJrF76G82uBVhNrMQcUCHgujjmM6kts8zBPFJVbLe5DdQ8iFLrB75HV6EaALDQCdAhjXtGMjJ5KBVPikLUXHV5fyckYdsX2tKoAA15dFkEQMKSqtN4efTLCchKHxaQDc7h49AdUfWhAff39doGLKDK5hGuvWjaBRWfF4FZpp9UtbDT32ec61vNXYWf3u5pwMLJJ8SuB24XyYD39FkjL7fxc4kNYRvBhfB3Re2btx9ytSTLf7CxLo5U4AbDhrFLm36amscQ63HitiBVAYC5HP1s7GJC3AHJbi3iJWvfGVkqDgAj3Cx7fZAPA9x1PwaYxmbJmTXWGdykPAMKu45vurCzg6RMPKYd6NxqN7ScBoa7H64DBtaiGoEAFqyJGcuZxmBuF8p5EbT6EQbevFiwK6tattsicmKWamRmME9Y2iMhBCeDJwXgDd5iBd9Vnc3uNeYc59aT4Y8M6HiJd2S9M4TJqzWqnY3EC7hWLg9qaJwzuGZJxCwhr57pApsNxUeNx2kUZkoTRqgHWmBdJdqFWT2DUCEbwxDaaPscxWHbYqgjdpdq9UnWkyuXaU1VRQvuXojRuzkUaYmHWrucJNCg75RYVvi7LdQDq7Y17zErMUrVrmhUAU3Xvj
 ,0.001,0.001464,N9nHZxAm7Z49aQxTyrU4e96qy9JMh1k8Y5wthqXDqAmFQTGiVkQgVT7pdJqdt3wetsQ24njFdwrmgdR3KnPJoVXwGNYoTy5rTVCTpTKKhQ34GdhLZR74PxM6Zz6SbNvTyEFaekARdSyRQavEX5adfKgRvXuoeqKXiBbwFRhLVDTryVfpTKhhWzXvkn293Y5d7vBVgA7m34g87ehtwCkwiWMCCjN1z7RAajPgdq2woH87HuHFnmBXMf3b5oFB3cVEguZAZ59v9AEk2TUHBtYqaq7WvhWq1YUHbiKSxFweUCYnTC9KFihm6uyMLYR7XbzTG9iSkykr5y3DXMod38TpSaR8MgfgBQrVT2x3ZtvELUE6w8zN2hvnMVCw1UXgwtKGcAJtg2s12w78tdHUB2eUoheXZuXBMGeFmR8hwpGU8WXoWj1j51d9HGSP6VsdF8Xa1NQrPueik4SFK7HivcnAc8umRaion8disuAAZ1yZXB29weXbmUE5rRy8DRyQHxJ1tisHW7JUe2oNUuMVZJ1HfNvtQhnyH8NaRQ8YYnrjzn4iXRE7eNNMpN3UhqjtvnSEHCrMWTar7D484bY1DKPqWNiWsf86JgcaApQtBDzqQAEedwbfu135DM7g7BvMmchResLm2zn1jtmJMdDpDMmmDQSyKeEBxMHarvtv6imyV2qUaWdAqSaagFx5ZiM7ZNw9uFWFedtLvj4Ly2TYqBZDd2P4k5PWmigoocuuogEiomL7XE2VL3nzNzFWjqmsj63MrMdt5zTszBwC59NM49j2nKW871pzbKfyNYUpPst1yqpwPyYA9JnjmGgh17XArjdD9dhjWNQKKvb4D631AFcPQiUB57jiEaHk8F81gJkciyBTEN6mdjkKBzMmvcqxR3KJkdbrUEUWJxb6KuudDJaz9U3tZTmApDfoKLRkXHz9
 ,0.001,0.001464,nB4qrPQjRTu63LvfzsMPhQdzDiZyp7FY138hF4E4EnHppkyrF7W7a59Y3RiVqhW5Z87cmpdErURjuNVzzrPgTBEWjrFiMqDByo6bSwUNDajKepzuWW71bxtq1HS9WiZYwfTAErAszuXJJ
 ,0.001,0.001464,NcrJin76e8vt8q8yxaVj8xc35d1GbV5y84eviLk8DHfBx5M4YCYjdFWPYsDnNCTRCPB1AcMyA1ZyRnFK4kWSo5Am7yCXv1JSrBekaFytpkH4KK8oUpKTWcWUgPS8CBRnHiy4FwbFi5nqQH3sUEtQWW3862Domeqpj9dmTS4ec8s8cytARTh1WYGKo5voT3WbWsHfhdWctC6ZrtPUSHTsJo6ABnsfg1c2wizKxaBdt5175wN5qWtsoG4r5gexJR6Y9dRvGSV2E8HQZmXMXCdK4yzuaSSW7YPg6feHn238xdk4Jrft6TjfaWru8uRoBK1ghXhJCXPcWfTavtUid1d6VbRt9GHr9mXtcfXVAJ5hrc2cTTTdWbTK9raXAShdme6gAjT
 ,0.001,0.001464,Ncs2ManNSfhtUECnN6tkcf6QN1Jv2Tc3xhAiXGStnPdRHMz3VK2fwo5Ax1xZJgKbGzcjMZ74uWFf8etJUrz9ybw6MhpANFbqxxNAZcttKF6b1359J3KhisjfD6u3KmYrKFWkRW2YQtLjp2iTtDqddCA2Z6rTWPrTXmsnCCg5FgCkhKGqfMtYeheeuYY1PfKCDfnu4S69YxfceWRvDXgu3EvRnjit7C6hK8zQZp1zAwVaxKoy198tFjPH7krLkTpVFCTeoPD1sdawKp3xnZntUvm96VFjXmkSNAvKtnT8WtJt9j7vCg7N1rtF4MPo8bH6hwAoxaPFVM84t64ajCZY9TLsvgyi3P3teQYcTnsEP1xk5TvNQmyUdsV4a7nZRZuLh5g
 ,0.001,0.001464,NhEsHxeBzhLGU2KEQQmgACnSmrGKJdrKPbCM7VB1Eu1TsqS87b6VgyTPYcESGEMeDNTaPK4wSjDyHCcN2gaE7qqxPmma3aeBhDq35VgvjbXFQ79Q6v5j5NPKVryhunHBF7BoXUsAtRF2dEy9LExGbwP5n4x5m67nBZMtrkhptt5tc9aqPArFauqEx5K2oNRwQn2Wrb21nmE4xf9ZnAVmbYJxa3w8eB8kksypdcveBQ854v1tMHcAxcnTYvXd1MBav1UDBC2tEwHpiWbEn7Tw2ZRbDA3zJ8ZPCmTS9iqwcwJmg2uEzamYtDQh5sCX96Y5J4aLKrXvYZFGEb96u9QtbuLuM8AAnyZidwrRuaSWGoGZPxP2zNym4D56L48k7doXR7FXjpV4nLpbT32m2Sv9Q2BXUUJLRTBe9cHVNPV4pR6LPnXzZPQXtUjwJpPwJMgipeMuifNRbrmz92sCj5DmaFiBpachgsEirkoWbNxfuHoMXBTtnrs4jxX9SuAQdioJE2wsjoMMQ8SKg7YJfr1fJz2pTEjApwWSaCfWoZKwJJr5savt7bND9NYEqCb3PRXCAFHibNP74H9ZEfgaMuaAbtWDqayyoAyXnpMMmR2ztmfgsGszKmktcXCn3Q8Y8EhB8fR859GgW36zSvz7UdCsDWM4Pqs8bA4f4B7p9J7zdngi6n2MUWLSv7JiP4dKUsTz1VaWxLA7EtjjLvLoa23pWLt7KEeaSrCJpx9Ddg9JkAFtFDHxHrRJkZFCVRWxz51iin8VhhCdREqw5BxDpiRmBtHpFRvpJj7Wz8aQC3h9BHQr6vP1WXuSUBWQsoDygvZqwTzu2czds28jf6KrQ77yNdEVQkr3poMeYvAwcE1yyYuxKTonnb7PoHXZy59xuvLuxJbeMDxUTYjDD2K2b5p4ujXWEWN7xSDNpf3N6E5LizJotAKnmG4kD9hA7E7uwDpgJ9JnrjJkzxBAeAYBQDCmbtwP3oMKqG4eu6VWpSWYgyYfNhjUVacQkDbgkc9CypyXwXEkmt5GJcYDngbjG5EiXkTq2DiVAKxYTkcrcsj
 ,0.001,0.001464,NrLqqv35KSabw9EZFNeKcCqa7NMaTBJVvLjHZrYFMKCFaq9mRFAQhKhcTGHDPRVnmG6mtbXmEypfSTJqpZ64keWXDXcYgRKfGDYbrdkzs9XbkNPzF9cJbNBgbmm5VwD9pF6g4SK1wd9YpQduC63mos2Png1TUgotC3EwA4tnwAGyWKnTWsAjgNoCA6zgJJsv5tpJH9oiJ7A9DPChfhu85Tp3wGDAcNJYtsTKfe4rGy9cTBRwnwuinwFdcig2W6EXUmCjHALAYPjfiTAFVVtxPwh7GjHWpnMWWyCgvGTw4yNir4ZnzZDQMjkurvcjBjSzMyXTeSWSgjkEyGcdx7wdiUe8jHBm9Z57JnW8ErrvDPRNEwT63jSqgx8i7K8p9KPWgreRhsT7AzanhoBJhDiPzRkCgWxdyZFtBjyFWKhc4pBadsE36AEmmE4h8ZM2uqmMeoQEVCA9nSv4jzzEFbHLutyP1YTevW8Z5BjPUbwLPnkErfKg6suweQdxhYViGgr13brfAWynZVKvN32QpSSvYfY7BiVkKb8Ei8z9oeKZBQBrqQSkBmxFhTcrAKYcJkipGPc9vojeokVPukk13avNzP3q6rCGo2QCcq5J9kBnbPnNWgfHJgNR87oW58WZbwu1UrrsWHJhH5VdKCZ8i2T8qG425PJbdiNU194Vtr2R6fvDLsj9sjDwM9mtiBjp1KvdUEy4Se2yKN9gvWE41WMvNKH7ZAkAPhQoWdkzAZKAPWESZAK5aRkTia3XeAmySmNjutaDUJvqAowkcP1ycTNYbVKeESv4tiWk3xWwcp1wWt8FAzSWzj9WTEpRzQXEgaQcvSu6sQRRcFnV11MKzW2CMF1ozPYLcx5vr9u6iYnuZunCKm9p
 ,0.001,0.001464,nzaZ9xUmAu7QwJrq6F4YGD1UBt9FbToq76JWRjY7qzwj4aiCh1TafsB4jWmN1Rt4b9f2rNN72BtyrTAsZpbD8z9j5vkZRdpcoywAhA2gHZh68GXEMwZQHjtq3QToa9ntrL8dViKXLxsjYKUa2cUxx6ZipjCkYKgetENvukavtN8qjU5YAZJ94igPVosLUi1zQsvd727h4JbVkNhSYrmFW8W1NSAZfdesk2TADz9ggTiVxbaP2UhWsMuKfTWu7fdt89AFnKQ7r9ecKacDntQLsoeo44dv69u5rKcomxJfDFxNunQCL3CmVhU29HkDwL6QBuDLFWdeEVmKeoXYDLAHFYce423B8SgPqWMRMxLR3ZTD6VPUFtk44wzCeY7R2K1A3rahfMbLB4sNoY1MxNuND2e47EGLaVcXHChgDnUv3ca4dnicJWA7zQowXvGmUFg5rZA
 ,0.001,0.001464,nzaZ9xUmAveViZw6cyXfYget1TYFSXaZNrZL2DSUduTbTNDrnmRTnqn6WL15LFJCHDLGeiyLaai6iNRB74S5VUbQrrfHVTL4DseJeVo32pkCxd9EEKUWJDW5V16BNUD1scYrw9MvDmswghWzfMtDQfSmHRCMiyBj7KPqiCSj7V2bvFneS7Vcn2ZYFNP3ps9RxtFxX8wTLH8subbYEMPs8gE8zoKSZC1FKFKzyNzPtPnY5bDr5asegBs8nZNLmLg8Vinm4DX2KeiXiLmy8ytmzYLK5rnA76NFMoiwSiCRHCuwNf94bxKZu3s9RUZTneR8CsoNd3id33PujJkJyxtxW26thfYHH4W7GmjXBKAoSDMaEZEjV1J4BpGnkwn2A6K4oU3Qh1jTmWjNtGNqqinBzKBYZFoEYo1AAix99CNw4XvXfmDXzz1Q2U4tgcAcLjquRfE
